Wavelength,Clean Snow,2023-3-2-BB-DBC,2023-5-6-BB-DBC,2023-5-20-AP-DBC,2023-5-20-BB-DBC,2023-6-8-BB-DBC,2023-6-26-BB-DBC,2023-7-10-BB-DBC,2023-7-17-BB-DBC,2023-7-24-AP-DBC,2023-8-6-CK-DBC,2023-8-23-CK-DBC
795,0.710487977,0.889462858,0.691666708,0.689161534,0.689537229,0.685584846,0.684161969,0.686763263,0.68869306,0.686875675,0.695964024,0.703297099
805,0.70190566,0.885850815,0.682909961,0.680128896,0.680484172,0.67647029,0.675120286,0.677722691,0.679665767,0.678061842,0.687063792,0.694673618
815,0.699401501,0.884757738,0.680386273,0.67750749,0.677854479,0.673825217,0.672504927,0.675102861,0.677047228,0.675526022,0.6844786,0.692177078
825,0.698641331,0.884248345,0.679662812,0.676738902,0.677081308,0.673049497,0.671745718,0.674338126,0.676280661,0.674802717,0.683719127,0.691451834
835,0.696702794,0.883681253,0.677684726,0.674682685,0.675018385,0.670974789,0.66969507,0.672283516,0.674226812,0.672815582,0.681691007,0.689493845
845,0.683031995,0.87773262,0.663675395,0.660288681,0.660598235,0.65645559,0.655269003,0.657869203,0.659838173,0.658709729,0.667504024,0.675713027
855,0.661664962,0.868175929,0.64172264,0.637794073,0.63806905,0.633774102,0.632710471,0.63533706,0.637349103,0.63660452,0.645322806,0.654124255
865,0.637706065,0.857155517,0.617057042,0.612582491,0.612824485,0.608365832,0.607419314,0.610080429,0.612141455,0.611771796,0.620444803,0.629860676
875,0.60735158,0.843053985,0.585717041,0.580633092,0.580840448,0.57618716,0.575363376,0.57807229,0.580194515,0.58022921,0.58888882,0.599012016
885,0.580294553,0.829714275,0.557782149,0.552220322,0.552401653,0.5475899,0.546858198,0.549609203,0.551782686,0.552127088,0.560795518,0.571485995
895,0.564956008,0.821738361,0.541965772,0.53615409,0.536321798,0.531427695,0.530744203,0.533516902,0.535716983,0.536223483,0.544896,0.555884061
905,0.556916817,0.817620388,0.533669785,0.527729203,0.527889581,0.52295494,0.522297444,0.525079876,0.527292657,0.527884853,0.536553987,0.547693118
915,0.5490417,0.813810453,0.525514683,0.519452951,0.519606525,0.514633345,0.513999962,0.51679189,0.519016855,0.519689014,0.528356487,0.539638669
925,0.539527724,0.808662049,0.515706257,0.509507367,0.509653424,0.504635609,0.50402884,0.5068323,0.509071615,0.509833048,0.518501932,0.529948174
935,0.528787482,0.80322872,0.504585007,0.498240367,0.498378585,0.493312596,0.492733562,0.495549866,0.497804853,0.498660147,0.507333155,0.51895563
945,0.517159324,0.796694917,0.492598738,0.486106709,0.486237011,0.481122419,0.480571397,0.483400629,0.485671433,0.486621568,0.495298923,0.507100381
955,0.492352546,0.783129073,0.466943865,0.460178174,0.460294405,0.455086431,0.454585122,0.457440835,0.459742793,0.460864715,0.469561431,0.481703614
965,0.458218252,0.763114237,0.431711451,0.424638392,0.424738158,0.419430695,0.418987715,0.421869259,0.424203572,0.425522744,0.434229689,0.446754539
975,0.426649865,0.743693817,0.399157867,0.391868874,0.391955617,0.386588697,0.386192147,0.389084113,0.391435869,0.392903229,0.401591851,0.414379616
985,0.397640331,0.724796983,0.369298086,0.361869866,0.361946187,0.356554961,0.356195928,0.359084163,0.361439988,0.363016328,0.371657579,0.384604601
995,0.367798245,0.704015348,0.338665519,0.331155837,0.33122275,0.325839858,0.325515153,0.328384356,0.330730964,0.332393051,0.340948467,0.353970453
1005,0.335028265,0.679708477,0.30511619,0.297593452,0.297651374,0.292320457,0.292029228,0.294857501,0.297176543,0.29890211,0.307312349,0.320303738
1015,0.310196963,0.660051299,0.279776271,0.272299842,0.272351644,0.26709331,0.266825435,0.269606653,0.271891052,0.273644161,0.281901656,0.294783776
1025,0.299579866,0.651287158,0.268967412,0.2615257,0.261574943,0.256357203,0.256099242,0.258855515,0.26112105,0.262881333,0.271059919,0.283871255
1035,0.298267781,0.650103794,0.267643432,0.260205175,0.260253941,0.25504165,0.254785498,0.257538229,0.259801145,0.261563643,0.269730393,0.282532896
1045,0.30540683,0.656278527,0.27488938,0.26742282,0.267472917,0.262232439,0.261971007,0.264740395,0.26701613,0.26877785,0.276995498,0.289850278
1055,0.320892262,0.668822966,0.290678525,0.283166987,0.283220286,0.277927613,0.277653727,0.280455112,0.282755025,0.284508284,0.292825925,0.305769838
1065,0.337489116,0.681809875,0.307631327,0.300092991,0.300149896,0.294814441,0.29452677,0.297355943,0.299676253,0.301413213,0.309820173,0.322825948
1075,0.349026642,0.69051459,0.319440815,0.311895542,0.311954968,0.306597484,0.306300297,0.309144842,0.311476041,0.313198287,0.321656086,0.334685776
1085,0.354283758,0.694480977,0.324821394,0.317274935,0.317335394,0.311969895,0.311668816,0.314519154,0.316854377,0.31857014,0.327047101,0.340083428
1095,0.357674429,0.696975836,0.328298648,0.320751601,0.320812627,0.315442688,0.315139466,0.317993019,0.320330462,0.322042668,0.330530029,0.343569462
1105,0.357669517,0.696981753,0.32829623,0.320746844,0.320807588,0.315437823,0.315135617,0.317988664,0.320325854,0.322040632,0.330525221,0.343565978
1115,0.35343551,0.694137886,0.32393473,0.316381121,0.316440538,0.311076823,0.310779524,0.313627382,0.315961191,0.317686006,0.32615135,0.339190858
1125,0.342166902,0.685596547,0.312412552,0.304858375,0.304914893,0.299570498,0.299284034,0.302117362,0.304441196,0.306185433,0.314600424,0.327624678
1135,0.326003447,0.673042442,0.295901155,0.28836447,0.288417159,0.283110651,0.282838687,0.285646432,0.287951818,0.289716503,0.298047242,0.311022541
1145,0.318048554,0.666655309,0.287791471,0.280270286,0.280321078,0.275037891,0.274773181,0.277565912,0.279860211,0.28163311,0.289915363,0.30285511
1155,0.29342207,0.646382264,0.262705432,0.255269853,0.255315528,0.250124864,0.249880177,0.252617102,0.254868866,0.256651417,0.264760352,0.277534892
1165,0.254822188,0.611456575,0.223620123,0.216430341,0.216468914,0.211491591,0.211276003,0.21389171,0.216048144,0.217808155,0.225552364,0.237891346
1175,0.2229876,0.579186116,0.191652446,0.184780176,0.184813441,0.18008447,0.179891984,0.182371347,0.1844185,0.1861239,0.193464468,0.205257885
1185,0.19642336,0.549266064,0.165214055,0.158698666,0.158727782,0.15426478,0.154091442,0.156427304,0.158358275,0.159990386,0.166908841,0.178095299
1195,0.175687316,0.523188509,0.144804565,0.138633342,0.138659357,0.134446091,0.134287837,0.136490282,0.138312586,0.139868166,0.146395103,0.156998248
1205,0.151855037,0.490237822,0.121590824,0.115897796,0.115920345,0.112047482,0.111907012,0.113928898,0.115603472,0.117047292,0.12304471,0.132838039
1215,0.130787551,0.457124439,0.101414506,0.096226876,0.096246402,0.092728016,0.09260393,0.094438822,0.095959833,0.097281487,0.102730089,0.111666562
1225,0.118720511,0.436154062,0.090032643,0.085174015,0.085191802,0.081902127,0.081787832,0.083502465,0.084924488,0.086165183,0.091260369,0.099638047
1235,0.11123267,0.422271204,0.083046809,0.078408124,0.078424826,0.07528733,0.07517929,0.07681404,0.078170225,0.079356333,0.084216508,0.092220091
1245,0.106099835,0.412344107,0.078294371,0.073813897,0.07382985,0.070801504,0.070697842,0.072275354,0.073584327,0.074730979,0.079422621,0.087156823
1255,0.103399094,0.406930764,0.075811323,0.071416398,0.071431954,0.068462536,0.068361209,0.069907836,0.071191321,0.072316591,0.076917231,0.08450565
1265,0.102106402,0.404280979,0.074628457,0.070274905,0.070290269,0.067349339,0.067249141,0.068780838,0.070052001,0.071166933,0.075723557,0.083241424
1275,0.102417758,0.404997753,0.074905576,0.070542065,0.070557469,0.067609727,0.067509282,0.06904454,0.070318646,0.071436112,0.076003204,0.083537993
1285,0.103975985,0.408204053,0.076330522,0.071916857,0.071932481,0.06895028,0.068848511,0.070401812,0.071690815,0.0728209,0.077441119,0.085061309
1295,0.104916255,0.410062846,0.077197953,0.072754077,0.072769831,0.069766881,0.069664321,0.071228484,0.072526456,0.073664156,0.07831634,0.085987932
1305,0.105862995,0.411944219,0.07807022,0.073596174,0.073612059,0.070588382,0.070485031,0.072060045,0.073366977,0.074512279,0.079196388,0.086919298
1315,0.106481196,0.413263708,0.078630472,0.074137108,0.074153076,0.071116137,0.071012287,0.072594241,0.073906904,0.075057088,0.079761601,0.087517343
1325,0.106768554,0.413920604,0.078886534,0.074384259,0.074400261,0.071357226,0.071253157,0.072838298,0.074153593,0.075306051,0.080019915,0.08779077
1335,0.106716051,0.413772275,0.078842878,0.074341879,0.074357868,0.071315752,0.071211741,0.072796391,0.074111285,0.075263467,0.079975859,0.087744485
1345,0.105093045,0.410639099,0.077338784,0.072889061,0.072904812,0.069898024,0.069795413,0.071361547,0.072661161,0.073800526,0.078458377,0.086139659
1355,0.103206066,0.406787775,0.075610723,0.071220869,0.071236347,0.068270766,0.068169772,0.069714316,0.07099611,0.07212048,0.076714728,0.084294008
1365,0.101122676,0.402474527,0.073708268,0.069385477,0.069400655,0.066481179,0.066381977,0.067902374,0.06916423,0.070271773,0.074794862,0.082259855
1375,0.097288055,0.394639407,0.070193639,0.065998378,0.066012999,0.063181055,0.063085202,0.064559783,0.065783794,0.066859245,0.071247266,0.078494828
1385,0.091401137,0.381794035,0.064875752,0.060882367,0.060896134,0.058202406,0.058111748,0.059514047,0.060678297,0.061702794,0.065877433,0.072780419
1395,0.083485553,0.36351762,0.057816905,0.054109039,0.054121645,0.051622376,0.051538855,0.052839673,0.053919773,0.054871996,0.058745475,0.065159966
1405,0.06050097,0.301419166,0.038164935,0.035373682,0.035382785,0.033514202,0.033453013,0.0344244,0.035232164,0.035948462,0.038900694,0.043663409
1415,0.036824824,0.216817806,0.019884795,0.018201532,0.018206828,0.017079768,0.017043564,0.017629015,0.018116228,0.018550389,0.020303211,0.02323477
1425,0.022036655,0.145744093,0.010273452,0.009308235,0.009311176,0.008666348,0.008645953,0.008980693,0.00925945,0.009508881,0.010512559,0.012196785
1435,0.014388925,0.099671164,0.006251784,0.005630858,0.005632697,0.005218484,0.005205555,0.005420486,0.005599538,0.005760304,0.006405073,0.00748933
1445,0.010439952,0.071942054,0.004584625,0.00411676,0.004118114,0.003806296,0.003796664,0.003958415,0.004093194,0.004214525,0.004699796,0.005516914
1455,0.007801588,0.05109374,0.003715267,0.003330133,0.003331227,0.003074721,0.003066864,0.003199893,0.003310755,0.003410763,0.003809847,0.004482469
1465,0.006196745,0.037064811,0.003329295,0.00298161,0.002982588,0.002751106,0.002744047,0.002864085,0.002964128,0.003054476,0.003414568,0.004021767
1475,0.005276314,0.028383172,0.003175517,0.002842888,0.00284382,0.00262239,0.002615648,0.002730469,0.002826166,0.002912623,0.00325706,0.003837963
1485,0.00481765,0.023848625,0.003121064,0.002793792,0.002794709,0.002576848,0.002570215,0.002683185,0.002777339,0.002862404,0.003201293,0.003772851
1495,0.004658373,0.022254592,0.003104201,0.002778598,0.002779512,0.002562754,0.002556151,0.00266855,0.002762228,0.002846851,0.003184036,0.003752693
1505,0.004740545,0.023113763,0.003108943,0.002782886,0.002783803,0.00256673,0.002560111,0.002672676,0.002766492,0.002851219,0.003188912,0.003758381
1515,0.004859233,0.02433481,0.003117929,0.002791001,0.002791922,0.002574255,0.002567611,0.002680487,0.00277456,0.0028595,0.003198134,0.003769143
1525,0.004982741,0.025591248,0.003128793,0.002800809,0.002801736,0.002583352,0.002576679,0.002689929,0.002784314,0.002869513,0.003209281,0.003782152
1535,0.005164788,0.027422363,0.003147038,0.002817273,0.002818207,0.002598621,0.002591905,0.002705781,0.002800686,0.002886332,0.003227989,0.003803991
1545,0.005392579,0.029671365,0.003174373,0.002841937,0.00284288,0.002621498,0.002614717,0.002729529,0.002825212,0.002911535,0.00325601,0.003836698
1555,0.005663037,0.032287369,0.00321261,0.002876436,0.002877394,0.002653501,0.002646635,0.002762752,0.002859521,0.002946795,0.003295198,0.003882436
1565,0.00598787,0.035359936,0.003265928,0.002924545,0.002925521,0.002698135,0.002691151,0.002809084,0.002907364,0.002995969,0.003349833,0.003946192
1575,0.00640079,0.039166019,0.003344323,0.002995291,0.002996293,0.002763783,0.002756629,0.002877224,0.002977722,0.003068285,0.003430151,0.004039894
1585,0.006908987,0.043712559,0.003455466,0.003095619,0.003096657,0.002856906,0.002849513,0.002973871,0.0030775,0.003170838,0.003544008,0.004172668
1595,0.00730815,0.047196572,0.003552014,0.003182803,0.003183872,0.002937851,0.002930251,0.003057866,0.003164209,0.003259947,0.003642907,0.004287947
1605,0.007708817,0.050621961,0.003656545,0.003277227,0.003278329,0.00302554,0.003017717,0.003148849,0.003258119,0.00335645,0.003749975,0.004412692
1615,0.008119579,0.054058872,0.003771649,0.003381237,0.003382376,0.003122159,0.003114092,0.003249083,0.003361566,0.003462743,0.003867861,0.004549977
1625,0.008375091,0.056172349,0.00384583,0.003448292,0.003449455,0.003184462,0.003176236,0.003313709,0.003428258,0.00353126,0.003943836,0.004638419
1635,0.008649183,0.058413217,0.003928193,0.003522759,0.003523949,0.003253667,0.003245265,0.003385488,0.003502324,0.003607349,0.004028183,0.004736576
1645,0.008944231,0.06078913,0.0040207,0.003606421,0.00360764,0.003331433,0.003322836,0.003466137,0.003585536,0.003692829,0.004122912,0.004846773
1655,0.009306197,0.063662026,0.004138626,0.003713104,0.00371436,0.003430625,0.00342178,0.003568993,0.003691649,0.003801826,0.004243657,0.004987172
1665,0.009748372,0.067098526,0.004290414,0.003850477,0.00385178,0.003558394,0.003549234,0.00370146,0.003828289,0.003942169,0.004399054,0.005167765
1675,0.010240939,0.070862674,0.004466255,0.004009696,0.004011054,0.003706542,0.003697017,0.003855024,0.003986666,0.004104816,0.004579055,0.005376812
1685,0.010738408,0.074590739,0.004651606,0.004177617,0.004179031,0.00386285,0.003852944,0.004017013,0.004153701,0.00427633,0.004768767,0.005596981
1695,0.011233563,0.078239167,0.004842653,0.00435079,0.004352263,0.004024116,0.00401382,0.004184105,0.004325968,0.00445319,0.004964285,0.005823723
1705,0.011748356,0.081967433,0.005048099,0.004537121,0.004538657,0.004197713,0.004186998,0.004363931,0.004511329,0.004643463,0.005174512,0.006067339
1715,0.012275786,0.085714451,0.00526624,0.004735084,0.004736685,0.00438223,0.004371075,0.004555027,0.004708267,0.004845587,0.005397699,0.006325769
1725,0.012853838,0.08975827,0.005511897,0.004958157,0.004959832,0.004590257,0.004578608,0.004770416,0.004930195,0.00507332,0.005649002,0.006616507
1735,0.013357812,0.09322169,0.005732588,0.005158684,0.005160424,0.004777347,0.004765257,0.00496408,0.005129698,0.005278006,0.005874735,0.006877446
1745,0.013765317,0.095981132,0.005915328,0.005324815,0.00532661,0.004932407,0.004919954,0.005124556,0.005294986,0.005447561,0.006061632,0.007093341
1755,0.014197966,0.098893776,0.006111098,0.005502876,0.005504729,0.005098665,0.005085823,0.005296589,0.005472148,0.005629274,0.006261832,0.007324454
1765,0.014579831,0.10141749,0.006288827,0.005664602,0.005666507,0.005249723,0.00523653,0.005452866,0.005633061,0.005794298,0.006443566,0.007534123
1775,0.01490858,0.103577055,0.006443185,0.005805117,0.005807068,0.005381008,0.00536751,0.005588666,0.005772873,0.005937665,0.00660139,0.007716112
1785,0.01524982,0.105802565,0.006605081,0.005952549,0.005954547,0.005518797,0.005504981,0.005731173,0.005919571,0.006088078,0.006766907,0.007906872
1795,0.015608052,0.108122172,0.006776768,0.00610896,0.006111009,0.005665023,0.005650872,0.005882382,0.006075206,0.006247637,0.006942416,0.008109037
1805,0.016023686,0.110776801,0.006979796,0.006294008,0.006296115,0.005838081,0.005823536,0.006061306,0.00625934,0.006436392,0.007149943,0.008347937
1815,0.016508269,0.113822991,0.0072216,0.00651451,0.006516687,0.006044382,0.00602937,0.006274556,0.006478761,0.006661289,0.007397073,0.008632225
1825,0.017019333,0.116998231,0.007480491,0.006750728,0.006752979,0.006265483,0.006249974,0.006503054,0.006713828,0.006902184,0.007661631,0.008936326
1835,0.017268452,0.118539533,0.007607344,0.00686651,0.006868797,0.006373878,0.006358125,0.006615063,0.006829047,0.007020245,0.007791258,0.009085267
1845,0.017106042,0.117577482,0.007520129,0.006786869,0.006789133,0.00629928,0.006283687,0.006537994,0.006749789,0.00693903,0.007702167,0.008982983
1855,0.016543941,0.11412233,0.007231461,0.006523437,0.006525621,0.006052662,0.006037614,0.006283146,0.006487636,0.006670373,0.007407217,0.00864404
1865,0.014973253,0.104161192,0.006456665,0.005817284,0.005819249,0.005392245,0.005378683,0.005600343,0.005784964,0.005950024,0.006615312,0.007732422
1875,0.012438046,0.08719847,0.005298079,0.004763917,0.004765546,0.004408958,0.004397674,0.004582757,0.00473693,0.004874897,0.005430498,0.006363997
1885,0.01011417,0.070456531,0.004360995,0.003914379,0.00391573,0.003617707,0.003608313,0.003762979,0.003891828,0.004007252,0.004471594,0.005252226
1895,0.007923452,0.053317286,0.003620599,0.003244858,0.003245984,0.002995357,0.00298749,0.003117543,0.003225898,0.003323069,0.003713536,0.004370346
1905,0.006289612,0.039385862,0.003190159,0.002856374,0.002857367,0.002634787,0.002627823,0.002743312,0.002839538,0.002925902,0.003272645,0.003856134
1915,0.004960094,0.027024096,0.002948933,0.002638916,0.002639835,0.00243314,0.002426685,0.002533926,0.002623284,0.002703523,0.003025502,0.003567448
1925,0.004266056,0.020128868,0.002870107,0.002567899,0.002568793,0.002367312,0.002361023,0.002465558,0.00255266,0.002630883,0.002944739,0.003473041
1935,0.003810095,0.015425531,0.002836802,0.0025379,0.002538785,0.002339508,0.002333287,0.002436678,0.002522828,0.002600194,0.002910618,0.003433148
1945,0.003557016,0.012774905,0.002822584,0.002525097,0.002525978,0.002327641,0.002321448,0.002424352,0.002510096,0.002587092,0.002896058,0.003416123
1955,0.003411763,0.011246062,0.002815222,0.002518469,0.002519349,0.002321498,0.002315318,0.00241797,0.002503505,0.002580306,0.002888522,0.00340731
1965,0.003325532,0.010351144,0.002809495,0.002513315,0.002514193,0.00231672,0.002310549,0.002413007,0.002498379,0.002575026,0.002882661,0.003400456
1975,0.003279993,0.009897891,0.0028044,0.00250873,0.002509608,0.00231247,0.002306307,0.002408592,0.002493819,0.00257033,0.002877449,0.00339436
1985,0.003256135,0.009679904,0.00279965,0.002504455,0.002505333,0.002308508,0.002302352,0.002404476,0.002489568,0.002565951,0.002872589,0.003388677
1995,0.003249367,0.00964752,0.002795154,0.00250041,0.002501287,0.002304758,0.00229861,0.00240058,0.002485545,0.002561807,0.002867991,0.003383298
2005,0.003252129,0.009726197,0.002789995,0.002495767,0.002496643,0.002300453,0.002294314,0.002396109,0.002480927,0.00255705,0.002862711,0.003377124
2015,0.003265376,0.009926217,0.002784195,0.002490546,0.002491421,0.002295614,0.002289484,0.002391082,0.002475735,0.002551704,0.002856775,0.003370182
2025,0.003283756,0.010180692,0.002778608,0.002485518,0.002486392,0.002290953,0.002284833,0.00238624,0.002470734,0.002546554,0.002851058,0.003363496
