Wavelength,Clean Snow,2022-5-16-BB-DBC,2022-6-BB-DBC,2022-7-BB-DBC,2022-7-15-MUIR-A-DBC,2022-8-5-SHOLES-1-DBC,2022-8-6-RAINBOW-1-DBC,2022-8-11-EASTON-1-DBC,2022-8-15-MUIR-1-DBC,2022-9-15-PR-SNOW,2022-9-15-SHOLES-1-DBC,2022-9-25-SHOLES-1-DBC,2022-10-14-SHOLES-1-DBC
205,0.944808506,0.922759534,0.868169444,0.855969206,0.925695018,0.928984366,0.925562418,0.92856599,0.933474347,0.93455561,0.943336272,0.936760561,0.931721107
215,0.944986081,0.922455395,0.866629468,0.853802249,0.925495332,0.928743915,0.925230652,0.928298368,0.933454494,0.934313952,0.943324162,0.936526322,0.931254387
225,0.945275902,0.922334846,0.865485181,0.852150364,0.925464542,0.928670106,0.925079674,0.928200383,0.933574992,0.934227792,0.9434319,0.936442529,0.930967247
235,0.945502233,0.922187338,0.864355904,0.850469875,0.925399741,0.928555429,0.924892953,0.928063592,0.933660596,0.934105723,0.943490419,0.936324085,0.930660928
245,0.945642553,0.92199494,0.863227931,0.848748328,0.925281722,0.92838166,0.924652956,0.927870167,0.933691411,0.933931291,0.943481468,0.936155087,0.930322282
255,0.94588802,0.921969955,0.862456921,0.847498512,0.925318468,0.928363538,0.924580977,0.927834912,0.933849385,0.933901869,0.943586322,0.936126374,0.930148913
265,0.946239328,0.922114284,0.862059191,0.846756166,0.92551158,0.928506278,0.924682841,0.927963182,0.934132266,0.934022327,0.943808449,0.936242647,0.930147041
275,0.946588403,0.922280019,0.861709889,0.846031997,0.925722226,0.928660156,0.92479886,0.928103479,0.934431701,0.934153767,0.944033507,0.936369583,0.930162943
285,0.946872465,0.922418444,0.861385716,0.845315214,0.925898018,0.928777199,0.924883584,0.928209093,0.934690979,0.934253032,0.944212068,0.936465467,0.930164224
295,0.947125878,0.922553478,0.861087753,0.844596211,0.92606537,0.928881035,0.924958671,0.928302795,0.93494022,0.934341204,0.944370107,0.936550672,0.930164688
305,0.947423997,0.922773812,0.860989412,0.844139592,0.926310086,0.929064402,0.925120952,0.92847775,0.935249122,0.934503787,0.944583183,0.936707867,0.930253498
315,0.947758284,0.923066278,0.861062766,0.843907493,0.926620026,0.929315084,0.92535725,0.928721545,0.935607625,0.934729398,0.944842335,0.936926039,0.930417698
325,0.948879013,0.923982661,0.861484224,0.843899954,0.927591748,0.930166922,0.926167433,0.929552071,0.936684712,0.935496838,0.945710817,0.937667943,0.931000277
335,0.949591752,0.924600071,0.861783413,0.843808403,0.928238994,0.930717452,0.926694297,0.930089931,0.937408877,0.935993813,0.946263645,0.938148456,0.931385429
345,0.950888513,0.925673297,0.862333407,0.843871795,0.929367553,0.931699077,0.927632696,0.931048532,0.938664585,0.936879288,0.947253414,0.939004477,0.932070547
355,0.951799047,0.926475622,0.862821717,0.843949707,0.930198945,0.932411739,0.928321578,0.931746968,0.939586351,0.93752412,0.94795381,0.93962794,0.932589405
365,0.952437486,0.927094715,0.863280342,0.8440503,0.930828477,0.932943235,0.9288434,0.932270495,0.940277204,0.938007129,0.948456927,0.940095029,0.932999142
375,0.952882912,0.927583496,0.86370064,0.844128076,0.931315166,0.933343846,0.92924346,0.932667321,0.940807567,0.938373007,0.948819824,0.940448936,0.933326829
385,0.953330038,0.928084149,0.864140586,0.844207915,0.931811059,0.933749196,0.929649575,0.933069276,0.941348954,0.938743561,0.949183813,0.940807381,0.933662075
395,0.953722215,0.928560648,0.864611265,0.844334253,0.932276667,0.934128536,0.930034387,0.933446985,0.941850409,0.939091535,0.949513313,0.941144023,0.933989413
405,0.954069609,0.929017004,0.865100798,0.844484778,0.932717197,0.93448516,0.930400045,0.933803345,0.942320299,0.939419667,0.949813922,0.941461506,0.934308214
415,0.954858405,0.929808933,0.865780038,0.84476786,0.933508913,0.935153413,0.931063718,0.934464008,0.943185069,0.940028678,0.950429128,0.942050448,0.93484529
425,0.954764849,0.929965206,0.866177409,0.844885903,0.93362559,0.935222629,0.931160941,0.934541791,0.943281151,0.940099331,0.950424778,0.942119125,0.934981278
435,0.954356577,0.929896262,0.866481696,0.844949023,0.933502981,0.935079954,0.931058156,0.93441351,0.943103119,0.939979648,0.950200655,0.942003868,0.934976581
445,0.953843456,0.929753354,0.866770454,0.845014723,0.933301129,0.934868494,0.930891306,0.934218606,0.942831857,0.939798372,0.949903447,0.941829092,0.934928931
455,0.95310413,0.929440088,0.866990024,0.84504423,0.932919134,0.934498195,0.9305742,0.933869114,0.942355305,0.939474306,0.949442562,0.941516319,0.934775162
465,0.952227051,0.929015732,0.867159332,0.845039983,0.932420163,0.934023628,0.93015787,0.933417946,0.941748423,0.939056351,0.948875788,0.941112802,0.934550199
475,0.950940513,0.928264339,0.867177134,0.844952114,0.931577203,0.933244267,0.92945148,0.932669569,0.940757022,0.93836392,0.947999068,0.940443995,0.934116739
485,0.949552622,0.927415084,0.867150647,0.844844549,0.930631771,0.932373103,0.928657111,0.931831452,0.939656567,0.937588592,0.94703096,0.939695043,0.933619198
495,0.947817204,0.92626349,0.866965397,0.844638337,0.929369352,0.93121665,0.927589248,0.930714474,0.9382143,0.936555764,0.945777778,0.938697166,0.93292112
505,0.945780514,0.924835366,0.866634073,0.844351742,0.927817028,0.929797537,0.926268952,0.929340525,0.936465931,0.935285598,0.944263946,0.937469821,0.932036921
515,0.943499002,0.92316601,0.866158744,0.843974687,0.926012409,0.928145303,0.924722983,0.927737957,0.934461076,0.933804287,0.942522779,0.93603829,0.930983047
525,0.940846445,0.921139803,0.865468891,0.843464712,0.923834155,0.926147021,0.92284214,0.925796065,0.932075539,0.93200955,0.940443619,0.934303655,0.929677411
535,0.937884901,0.918800528,0.864585899,0.842849211,0.921328178,0.923840911,0.920662276,0.92355192,0.929365227,0.92993551,0.938066771,0.932298841,0.928144872
545,0.934345057,0.915899387,0.863341002,0.842003859,0.918234201,0.920981181,0.917944617,0.920764208,0.926066632,0.927359231,0.935153708,0.929808214,0.926203408
555,0.930365636,0.912542363,0.861762012,0.840928811,0.914665494,0.917662231,0.914776863,0.917524249,0.922311977,0.924364915,0.931805294,0.926913055,0.923911322
565,0.926073002,0.908837522,0.859911591,0.839687389,0.910736296,0.913985861,0.911256273,0.913931399,0.918223251,0.921044074,0.928124063,0.923701729,0.921339203
575,0.921536184,0.904843472,0.857801825,0.838270996,0.906510511,0.910007123,0.907434009,0.910038918,0.913869218,0.917445744,0.924168356,0.920221545,0.918520642
585,0.916945337,0.900736953,0.855532708,0.836736685,0.902175179,0.905900896,0.903478498,0.906018011,0.909438839,0.913727983,0.920110715,0.916625303,0.915580378
595,0.911561377,0.89582158,0.852630977,0.834765415,0.897004013,0.900977922,0.898718871,0.901191448,0.90419863,0.909264435,0.915284772,0.912306874,0.912003472
605,0.910054,0.894545781,0.852125966,0.834378284,0.895640688,0.899665489,0.897466373,0.899909932,0.902799379,0.908078348,0.913962884,0.911159421,0.911100039
615,0.90264006,0.887583138,0.847621094,0.831276377,0.88835539,0.892685736,0.890682614,0.893054779,0.895495078,0.901736529,0.907198478,0.90502202,0.905920266
625,0.894353797,0.879675968,0.842234162,0.827502004,0.880110614,0.884744854,0.882939356,0.885246801,0.887282901,0.894509773,0.899555689,0.898026261,0.899946723
635,0.886730411,0.872324513,0.837048086,0.823781133,0.872466167,0.877351815,0.875712794,0.877971213,0.879702546,0.887772076,0.892475166,0.891502099,0.894327358
645,0.879328388,0.865120787,0.83180305,0.819941226,0.864994175,0.870106441,0.868615398,0.870835468,0.872317837,0.881160261,0.885565244,0.88509809,0.88876843
655,0.871760638,0.857692377,0.82622239,0.815770729,0.857307958,0.862640204,0.861286757,0.863476804,0.864742514,0.874338026,0.878472343,0.878488452,0.882987779
665,0.864513098,0.850533404,0.820714466,0.811574932,0.849915125,0.855450024,0.854217749,0.856385991,0.857470917,0.867760198,0.871661408,0.872113854,0.877379067
675,0.858357019,0.844432558,0.815953947,0.807876643,0.843623345,0.84932528,0.848189902,0.850343405,0.851289666,0.862151595,0.865869532,0.866677195,0.87257638
685,0.85156897,0.837664548,0.810540982,0.803604872,0.836656141,0.842540585,0.841502714,0.843646083,0.844455836,0.85593194,0.859470115,0.86064672,0.867218995
695,0.841236576,0.827271711,0.801926854,0.796687181,0.825983929,0.832146443,0.83123722,0.833378166,0.83401016,0.846389443,0.849700685,0.851391363,0.858932071
705,0.829180859,0.815079158,0.79155312,0.788146429,0.813489075,0.819973236,0.819195499,0.8213451,0.821798087,0.835195174,0.838284948,0.840529221,0.849143687
715,0.817465477,0.803189619,0.781226335,0.77941464,0.801325147,0.808119153,0.807454523,0.80962109,0.809920889,0.824276309,0.82718436,0.829929409,0.83954034
725,0.809680287,0.795289496,0.774321457,0.773458311,0.79324869,0.800245649,0.7996523,0.801831856,0.802035616,0.817015139,0.819810905,0.822877752,0.833136208
735,0.802144255,0.787631574,0.767565471,0.767563497,0.785426091,0.792618392,0.792089754,0.794284155,0.794400399,0.809973842,0.812670429,0.816037538,0.826907833
745,0.789327222,0.774550048,0.755769679,0.757122131,0.772083893,0.779609174,0.779175655,0.781404186,0.781389172,0.797946087,0.800507574,0.804348401,0.816210167
755,0.773319945,0.758175836,0.740749646,0.743544522,0.755406614,0.763343446,0.763013055,0.765292198,0.765131931,0.782878337,0.785305169,0.789696268,0.802738381
765,0.755454884,0.73987931,0.723736848,0.727871329,0.736794521,0.745181906,0.744952269,0.747293929,0.746988719,0.766016848,0.768323448,0.773288351,0.787588295
775,0.737259006,0.721230876,0.70619369,0.711433341,0.71784602,0.726681256,0.726541647,0.728951388,0.728513675,0.748799812,0.751009522,0.756521708,0.772045626
785,0.720741086,0.704300053,0.690136521,0.696200108,0.700658457,0.70988899,0.709822862,0.712296254,0.711748373,0.73313688,0.735274493,0.741257089,0.757849279
795,0.706076587,0.689269311,0.675792617,0.682469415,0.685411291,0.694983195,0.694976645,0.697507338,0.696868693,0.719204711,0.721288793,0.72766991,0.745178448
805,0.697343398,0.680326964,0.667252298,0.674248187,0.676343341,0.686113364,0.686141438,0.688705419,0.688014035,0.710901678,0.712954663,0.719568292,0.737612983
815,0.69479813,0.677738873,0.664839049,0.671922362,0.673715889,0.683541336,0.683582279,0.686153774,0.68544403,0.708492878,0.710530124,0.717217326,0.735425438
825,0.694043145,0.676986631,0.664190453,0.67129447,0.672949108,0.682789652,0.682836973,0.685408883,0.68469089,0.707789628,0.709816228,0.716531008,0.734795181
835,0.692044956,0.674957149,0.662303606,0.669471138,0.670888571,0.680772244,0.680829902,0.683407477,0.682674833,0.705899756,0.707913391,0.714686324,0.733079175
845,0.678126674,0.660686006,0.648530273,0.656135748,0.656431806,0.6666225,0.666727136,0.669360228,0.668553375,0.692623036,0.694603411,0.701721741,0.720928328
855,0.656358014,0.638361498,0.626845739,0.635033345,0.633835767,0.644488737,0.644658309,0.647378527,0.646466427,0.671802516,0.673746032,0.68137358,0.701798211
865,0.631924644,0.61331883,0.602398606,0.611124806,0.608511488,0.619654451,0.61988846,0.622703887,0.621685081,0.6483643,0.650279102,0.658441403,0.680163427
875,0.600904255,0.581555024,0.571240246,0.580527922,0.576424057,0.588142425,0.588447211,0.591377807,0.590239031,0.618501194,0.620394243,0.629182029,0.65244597
885,0.573256478,0.553286199,0.543416065,0.553122176,0.547896969,0.560081068,0.560440798,0.563466534,0.5622331,0.591787702,0.593669558,0.602967915,0.627508947
895,0.557593106,0.537295184,0.527659517,0.537575934,0.531771397,0.544198302,0.544586806,0.547662342,0.546379317,0.57661541,0.578491707,0.58806142,0.613286618
905,0.549368609,0.528909471,0.519404515,0.529424516,0.523317844,0.535865628,0.536269163,0.539369177,0.538060638,0.568639854,0.570511984,0.580220216,0.605794689
915,0.54128403,0.520669913,0.511285392,0.521402883,0.515014188,0.52767671,0.528094329,0.53121774,0.529885166,0.560791282,0.562659988,0.572500253,0.598409337
925,0.531562061,0.510765616,0.501512036,0.511741146,0.505036543,0.517831446,0.518264918,0.521415631,0.52005575,0.551340458,0.553206298,0.563199298,0.589498197
935,0.520538742,0.499542278,0.490423636,0.500772112,0.493734696,0.506672202,0.507122449,0.510302856,0.508913862,0.540608825,0.542472514,0.552631218,0.579356123
945,0.508654215,0.48745273,0.478470619,0.488939193,0.481565879,0.494647582,0.495114805,0.498325377,0.496906877,0.529020707,0.530882536,0.541211411,0.568376733
955,0.483215523,0.461605198,0.452858435,0.463554749,0.455568772,0.468926477,0.469424925,0.472694474,0.471220751,0.50414791,0.506010321,0.516670681,0.544707798
965,0.448229857,0.426157013,0.417697383,0.428639909,0.419957161,0.433614565,0.434148605,0.43748259,0.435946529,0.469797481,0.471660132,0.482708776,0.511788681
975,0.415836795,0.393453433,0.385243064,0.396341118,0.387147422,0.400993859,0.401553903,0.404928324,0.4033483,0.437839162,0.439698603,0.451033629,0.480905983
985,0.386055303,0.363499234,0.355514903,0.366689826,0.357136328,0.371075105,0.371653255,0.375046728,0.373438303,0.408318248,0.410170104,0.421701309,0.452140492
995,0.355422028,0.332815224,0.325069301,0.336251322,0.326437551,0.340382392,0.340973286,0.344366231,0.342741228,0.377802583,0.379640402,0.391299882,0.422142201
1005,0.321762225,0.299266301,0.291798065,0.302895832,0.292927785,0.306765456,0.307363217,0.310729478,0.309102036,0.344080257,0.345893563,0.357598863,0.38864802
1015,0.29624857,0.273968933,0.266731867,0.277694978,0.267702168,0.281370835,0.281968714,0.285294297,0.283676732,0.318372623,0.320159195,0.331825458,0.362845439
